ID,from_type,from_id,to_type,to_id
2197,zibaldone,p575_1,place,Q142
2198,zibaldone,p575_1,place,Q46
2199,zibaldone,p579_2,paragraph,p452_1
2200,zibaldone,p588_1,paragraph,p609_1
2201,zibaldone,p590_1,sequence,seq6
2202,zibaldone,p591_1,bibl,Q675210
2203,zibaldone,p591_1,person,Q1541
2204,zibaldone,p591_1,bibl,Q675210
2205,zibaldone,p591_1,person,Q1541
2206,zibaldone,p591_1,bibl,Q675210
2207,zibaldone,p592_1,bibl,Q675210
2208,zibaldone,p592_1,person,Q1541
2209,zibaldone,p592_2,bibl,Q675210
2210,zibaldone,p592_2,person,Q1541
2211,zibaldone,p592_3,person,Q550353
2212,zibaldone,p592_3,bibl,Q675210
2213,zibaldone,p592_3,person,Q1541
2214,zibaldone,p593_1,paragraph,p306_2
2215,zibaldone,p593_1,bibl,Q1242501
2216,zibaldone,p593_1,person,Q2253
2217,zibaldone,p593_1,person,Q2307
2218,zibaldone,p593_1,person,Q1541
2219,zibaldone,p593_1,paragraph,p643_3
2220,zibaldone,p593_2,bibl,Q15839516
2221,zibaldone,p593_2,person,Q1541
2222,zibaldone,p593_2,person,Q1541
2223,zibaldone,p593_2,person,Q1541
2224,zibaldone,p595_1,bibl,Q1051232
2225,zibaldone,p595_1,person,Q311733
2226,zibaldone,p595_1,person,Q47130
2227,zibaldone,p595_1,person,Q1541
2228,zibaldone,p595_1,person,Q550353
2229,zibaldone,p595_1,person,Q1398
2230,zibaldone,p595_1,person,Q243203
2231,zibaldone,p595_2,bibl,Q639493
2232,zibaldone,p595_2,person,Q41683
2233,zibaldone,p595_2,person,Q80398
2234,zibaldone,p595_2,person,Q177847
2235,zibaldone,p595_2,bibl,Q19729643
2236,zibaldone,p595_2,person,Q168707
2237,zibaldone,p595_2,bibl,Q2099521
2238,zibaldone,p595_2,person,Q44248
2239,zibaldone,p595_2,bibl,viaf4824165326495616290007
2240,zibaldone,p595_2,person,Q219395
2241,zibaldone,p598_1,paragraph,p590_1
2242,zibaldone,p598_1,bibl,Q776615
2243,zibaldone,p598_1,person,Q3164057
2244,zibaldone,p598_1,person,Q296244
2245,zibaldone,p598_1,person,Q7170
2246,zibaldone,p598_2,bibl,Q776615
2247,zibaldone,p598_2,person,Q7170
2248,zibaldone,p598_3,bibl,Q776615
2249,zibaldone,p598_3,person,Q7170
2250,zibaldone,p598_4,bibl,Q776615
2251,zibaldone,p598_4,person,Q3164057
2252,zibaldone,p598_4,person,Q296244
2253,zibaldone,p598_4,person,Q7170
2254,zibaldone,p599_1,bibl,Q1051232
2255,zibaldone,p599_1,person,Q1541
2256,zibaldone,p599_1,paragraph,p601_1
2257,zibaldone,p599_2,paragraph,p290_1
2258,zibaldone,p599_2,bibl,Q1051232
2259,zibaldone,p599_2,person,Q1541
2260,zibaldone,p599_3,bibl,Q660519
2261,zibaldone,p599_3,person,Q294800
2262,zibaldone,p599_3,person,Q550353
2263,zibaldone,p599_3,person,Q550353
2264,zibaldone,p601_1,paragraph,p599_1
2265,zibaldone,p601_1,bibl,Q1051232
2266,zibaldone,p601_1,person,Q1541
2267,zibaldone,p601_2,bibl,Q1051232
2268,zibaldone,p601_2,person,Q1541
2269,zibaldone,p601_3,bibl,Q1051232
2270,zibaldone,p601_3,person,Q1541
2271,zibaldone,p601_3,person,Q180081
2272,zibaldone,p605_1,bibl,Q1051232
2273,zibaldone,p605_1,person,Q1541
2274,zibaldone,p605_1,person,Q859
2275,zibaldone,p605_1,paragraph,p629_2
2276,zibaldone,p606_1,bibl,Q776615
2277,zibaldone,p606_1,person,Q7170
2278,zibaldone,p606_1,person,Q75826
2279,zibaldone,p606_1,person,Q7170
2280,zibaldone,p607_1,paragraph,p463_2
2281,zibaldone,p608_1,paragraph,p569_1
2282,zibaldone,p608_1,place,Q1747689
2283,zibaldone,p608_1,person,Q1048
2284,zibaldone,p609_1,paragraph,p588_1
2285,zibaldone,p611_1,paragraph,p112_2
2286,zibaldone,p611_1,person,Q302
2287,zibaldone,p612_1,paragraph,p532_2
2288,zibaldone,p614_1,bibl,Q110733890
2289,zibaldone,p614_1,person,Q221182
2290,zibaldone,p618_2,paragraph,p616_1
2291,zibaldone,p620_1,bibl,Q5834994
2292,zibaldone,p620_1,person,Q316483
2293,zibaldone,p620_1,person,Q1405
2294,zibaldone,p620_1,person,Q1048
2295,zibaldone,p620_1,person,Q316483
2296,zibaldone,p620_1,bibl,Q5834994
2297,zibaldone,p620_1,person,Q316483
2298,zibaldone,p620_1,place,Q47483
2299,zibaldone,p620_1,person,Q316098
2300,zibaldone,p620_1,place,Q29
2301,zibaldone,p620_1,bibl,Q5834994
2302,zibaldone,p620_1,person,Q296238
2303,zibaldone,p620_1,person,Q316483
2304,zibaldone,p620_1,bibl,Q5834994
2305,zibaldone,p620_1,bibl,Q3693562
2306,zibaldone,p620_1,person,Q123041
2307,zibaldone,p620_1,bibl,Q3693562
2308,zibaldone,p620_1,place,Q2634
2309,zibaldone,p620_1,person,Q123041
2310,zibaldone,p620_1,place,Q90
2311,zibaldone,p620_1,person,Q1405
2312,zibaldone,p620_1,person,Q316483
2313,zibaldone,p629_1,paragraph,p474_2
2314,zibaldone,p629_1,bibl,Q669196
2315,zibaldone,p629_1,person,Q483783
2316,zibaldone,p629_1,person,Q7170
2317,zibaldone,p629_2,paragraph,p605_1
2318,zibaldone,p630_1,bibl,Q1051232
2319,zibaldone,p633_1,bibl,viaf4790164298338208630004
2320,zibaldone,p633_1,person,Q457511
2321,zibaldone,p633_1,place,Q90
2322,zibaldone,p633_1,bibl,Q675210
2323,zibaldone,p633_1,person,Q1541
2324,zibaldone,p636_1,bibl,viaf4790164298338208630004
2325,zibaldone,p636_1,person,Q457511
2326,zibaldone,p636_1,paragraph,p633_1
2327,zibaldone,p636_2,bibl,viaf4790164298338208630004
2328,zibaldone,p636_2,person,Q457511
2329,zibaldone,p636_2,paragraph,p633_1
2330,zibaldone,p636_2,person,Q457511
2331,zibaldone,p637_1,person,Q843382
2332,zibaldone,p637_1,person,Q843382
2333,zibaldone,p637_1,bibl,zibbibl074
2334,zibaldone,p637_1,person,Q457511
2335,zibaldone,p637_1,paragraph,p633_1
2336,zibaldone,p637_1,sequence,seq7
2337,zibaldone,p637_1,sequence,seq8
2338,zibaldone,p638_1,bibl,viaf179504809
2339,zibaldone,p638_1,person,Q302218
2340,zibaldone,p640_1,person,Q590501
2341,zibaldone,p640_1,person,Q723643
2342,zibaldone,p640_1,bibl,Q3639591
2343,zibaldone,p641_1,person,Q47154
2344,zibaldone,p641_1,person,Q1541
2345,zibaldone,p641_1,person,Q859
2346,zibaldone,p641_1,place,Q11772
2347,zibaldone,p641_1,person,Q859
2348,zibaldone,p641_1,bibl,Q1282359
2349,zibaldone,p641_1,person,Q59138
2350,zibaldone,p641_1,person,Q59180
2351,zibaldone,p641_1,person,Q648856
2352,zibaldone,p641_1,person,Q59138
2353,zibaldone,p641_1,person,Q859
2354,zibaldone,p643_2,bibl,viaf315401930
2355,zibaldone,p643_2,person,Q457511
2356,zibaldone,p643_2,place,Q3001643
2357,zibaldone,p643_2,paragraph,p633_1
2358,zibaldone,p643_3,bibl,Q1242501
2359,zibaldone,p646_2,theme,ind543
2360,zibaldone,p646_2,bibl,Q17360856
2361,zibaldone,p646_2,person,Q1290
2362,zibaldone,p646_2,theme,ind543
2363,zibaldone,p646_2,bibl,zibbibl027
2364,zibaldone,p646_2,person,Q153232
2365,zibaldone,p646_2,theme,ind543
2366,zibaldone,p650_1,bibl,viaf7884151656211108400008
2367,zibaldone,p650_1,person,Q4649
2368,zibaldone,p650_1,person,Q457511
2369,zibaldone,p650_1,paragraph,p633_1
2370,zibaldone,p650_1,person,Q457511
2371,zibaldone,p650_1,bibl,Q19128996
2372,zibaldone,p651_1,bibl,viaf7884151656211108400008
2373,zibaldone,p651_1,person,Q457511
2374,zibaldone,p651_1,paragraph,p633_1
2375,zibaldone,p651_1,paragraph,p657_1
2376,zibaldone,p653_1,bibl,viaf7884151656211108400008
2377,zibaldone,p653_1,person,Q457511
2378,zibaldone,p653_1,paragraph,p633_1
2379,zibaldone,p653_2,bibl,viaf7884151656211108400008
2380,zibaldone,p653_2,bibl,viaf315401930
2381,zibaldone,p653_2,person,Q457511
2382,zibaldone,p653_2,paragraph,p633_1
2383,zibaldone,p654_1,bibl,viaf7884151656211108400008
2384,zibaldone,p654_1,person,Q457511
2385,zibaldone,p654_1,paragraph,p633_1
2386,zibaldone,p654_1,bibl,viaf4790164298338208630004
2387,zibaldone,p654_1,person,Q457511
2388,zibaldone,p655_1,bibl,viaf7884151656211108400008
2389,zibaldone,p655_1,person,Q457511
2390,zibaldone,p655_1,paragraph,p633_1
2391,zibaldone,p655_1,bibl,viaf7884151656211108400008
2392,zibaldone,p657_1,paragraph,p651_1
2393,zibaldone,p658_1,paragraph,p461_1
2394,zibaldone,p660_1,person,Q59180
2395,zibaldone,p660_1,bibl,Q1282359
2396,zibaldone,p660_1,person,Q59138
2397,zibaldone,p660_1,person,Q59180
2398,zibaldone,p660_1,person,Q648856
2399,zibaldone,p661_1,bibl,Q1282359
2400,zibaldone,p661_1,person,Q59180
2401,zibaldone,p661_1,person,Q59138
2402,zibaldone,p661_1,person,Q59180
2403,zibaldone,p661_1,person,Q648856
2404,zibaldone,p661_1,person,Q236594
2405,zibaldone,p661_2,person,Q59180
2406,zibaldone,p661_2,bibl,Q1282359
2407,zibaldone,p661_2,person,Q59138
2408,zibaldone,p661_2,person,Q648856
2409,zibaldone,p661_3,bibl,zibbibl044
2410,zibaldone,p661_3,person,Q457511
2411,zibaldone,p661_3,paragraph,p633_1
2412,zibaldone,p661_3,person,Q457511
2413,zibaldone,p661_3,bibl,zibbibl044
2414,zibaldone,p661_3,person,Q868
2415,zibaldone,p662_1,bibl,zibbibl044
2416,zibaldone,p662_1,person,Q457511
2417,zibaldone,p662_1,bibl,viaf315401930
2418,zibaldone,p662_1,paragraph,p633_1
2419,zibaldone,p666_1,bibl,zibbibl044
2420,zibaldone,p666_1,person,Q457511
2421,zibaldone,p666_1,person,Q457511
2422,zibaldone,p666_1,bibl,viaf315401930
2423,zibaldone,p666_1,paragraph,p661_3
2424,zibaldone,p666_2,bibl,viaf200806047
2425,zibaldone,p666_2,person,Q457511
2426,zibaldone,p666_2,paragraph,p633_1
2427,zibaldone,p667_1,paragraph,p481_1
2428,zibaldone,p667_1,paragraph,p675_1
2429,zibaldone,p669_1,bibl,viaf7884151656211108400008
2430,zibaldone,p669_1,person,Q457511
2431,zibaldone,p669_1,paragraph,p633_1
2432,zibaldone,p669_1,place,Q142
2433,zibaldone,p669_1,person,Q457511
2434,zibaldone,p675_1,paragraph,p667_1
2435,zibaldone,p675_1,bibl,Q1233660
2436,zibaldone,p675_1,person,Q172048
2437,zibaldone,p675_1,bibl,Q346677
2438,zibaldone,p675_1,person,Q941151
2439,zibaldone,p675_1,bibl,Q1226154
2440,zibaldone,p675_1,person,Q6197
2441,zibaldone,p675_1,bibl,Q1217045
2442,zibaldone,p675_1,person,Q48305
2443,zibaldone,p675_1,bibl,Q1180629
2444,zibaldone,p675_1,person,Q1541
2445,zibaldone,p675_1,person,Q213220
2446,zibaldone,p676_3,bibl,viaf200806047
2447,zibaldone,p676_3,person,Q457511
2448,zibaldone,p676_3,paragraph,p633_1
2449,zibaldone,p678_1,bibl,viaf200806047
2450,zibaldone,p678_1,person,Q457511
2451,zibaldone,p678_1,paragraph,p633_1
2452,zibaldone,p678_2,bibl,viaf36159474046427660144
2453,zibaldone,p678_2,person,Q88171650
2454,zibaldone,p678_2,person,Q352569
2455,zibaldone,p678_2,place,Q13373
2456,zibaldone,p678_2,person,person006
2457,zibaldone,p678_3,bibl,viaf200806047
2458,zibaldone,p678_3,person,Q457511
2459,zibaldone,p678_3,paragraph,p676_3
2460,zibaldone,p683_1,bibl,viaf36159474046427660144
2461,zibaldone,p683_1,person,Q88171650
2462,zibaldone,p683_1,person,Q352569
2463,zibaldone,p683_1,place,Q13373
2464,zibaldone,p683_1,person,person006
2465,zibaldone,p683_2,bibl,viaf36159474046427660144
2466,zibaldone,p683_2,person,Q352569
2467,zibaldone,p683_2,bibl,viaf36159474046427660144
2468,zibaldone,p683_2,person,Q352569
2469,zibaldone,p683_2,place,Q2044
2470,zibaldone,p683_2,person,Q107123511
2471,zibaldone,p684_1,bibl,viaf308659347
2472,zibaldone,p684_1,person,Q1050480
2473,zibaldone,p684_1,place,Q13373
2474,zibaldone,p684_1,person,person006
2475,zibaldone,p684_1,bibl,viaf36159474046427660144
2476,zibaldone,p684_1,person,Q352569
2477,zibaldone,p684_2,bibl,Q1196456
2478,zibaldone,p684_2,person,Q43353
2479,zibaldone,p684_3,paragraph,p239_2
2480,zibaldone,p684_3,place,Q142
2481,zibaldone,p685_1,person,Q1402
2482,zibaldone,p685_1,person,Q334188
2483,zibaldone,p685_1,person,Q650906
2484,zibaldone,p685_1,paragraph,p109_4
2485,zibaldone,p685_1,person,Q310002
2486,zibaldone,p685_1,person,Q7742
2487,zibaldone,p685_1,person,Q237103
2488,zibaldone,p685_1,person,Q294100
2489,zibaldone,p690_2,place,Q142
2490,zibaldone,p690_2,paragraph,p324_1
2491,zibaldone,p690_2,paragraph,p685_1
2492,zibaldone,p690_2,person,Q6691
2493,zibaldone,p690_2,person,Q6691
2494,zibaldone,p690_2,paragraph,p705_1
2495,zibaldone,p690_2,place,Q38
2496,zibaldone,p690_2,place,Q1273
2497,zibaldone,p694_1,place,Q38
2498,zibaldone,p695_1,paragraph,p690_2
2499,zibaldone,p695_1,place,Q38
2500,zibaldone,p697_1,bibl,zibbibl017
2501,zibaldone,p697_1,person,Q560613
2502,zibaldone,p697_1,person,Q3769747
2503,zibaldone,p697_1,place,Q38
2504,zibaldone,p697_1,place,Q46
2505,zibaldone,p697_1,place,Q38
2506,zibaldone,p700_1,person,Q48900
2507,zibaldone,p700_1,person,Q168962
2508,zibaldone,p700_1,person,Q1067
2509,zibaldone,p700_1,person,Q1401
2510,zibaldone,p700_1,person,Q529146
2511,zibaldone,p700_1,person,Q723643
2512,zibaldone,p700_1,paragraph,p9_2
2513,zibaldone,p700_1,paragraph,p59_4
2514,zibaldone,p700_1,person,Q29473
2515,zibaldone,p700_1,person,Q296244
2516,zibaldone,p700_1,person,Q529146
2517,zibaldone,p700_1,person,Q723643
2518,zibaldone,p700_1,place,Q38
2519,zibaldone,p700_1,place,Q38
2520,zibaldone,p700_1,person,Q29473
2521,zibaldone,p700_1,place,Q38
2522,zibaldone,p700_1,person,Q168962
2523,zibaldone,p702_1,bibl,viaf32159474046427660168
2524,zibaldone,p702_1,person,Q348500
2525,zibaldone,p702_1,place,Q13373
2526,zibaldone,p702_1,person,person006
2527,zibaldone,p702_2,bibl,viaf32159474046427660168
2528,zibaldone,p702_2,place,Q2634
2529,zibaldone,p702_2,place,Q1460
2530,zibaldone,p702_2,place,Q2634
2531,zibaldone,p702_2,paragraph,p708_2
2532,zibaldone,p703_1,bibl,viaf32159474046427660168
2533,zibaldone,p705_1,paragraph,p690_2
2534,zibaldone,p705_1,person,Q6691
2535,zibaldone,p705_1,person,Q1067
2536,zibaldone,p705_1,person,Q1401
2537,zibaldone,p705_1,person,Q1402
2538,zibaldone,p707_1,person,Q334188
2539,zibaldone,p707_1,person,Q7742
2540,zibaldone,p708_1,bibl,viaf32159474046427660168
2541,zibaldone,p708_1,person,Q348500
2542,zibaldone,p708_1,paragraph,p702_1
2543,zibaldone,p708_2,paragraph,p702_2
2544,zibaldone,p709_1,paragraph,p120_1
2545,zibaldone,p710_1,paragraph,p80_2
2546,zibaldone,p712_2,paragraph,p369_1
2547,zibaldone,p714_1,person,Q123041
2548,zibaldone,p714_1,person,Q316483
2549,zibaldone,p714_1,paragraph,p620_1
2550,zibaldone,p714_1,paragraph,p366_2
2551,zibaldone,p717_1,bibl,viaf32159474046427660168
2552,zibaldone,p717_1,person,Q348500
2553,zibaldone,p717_1,paragraph,p702_1
2554,zibaldone,p717_2,bibl,viaf32159474046427660168
2555,zibaldone,p717_3,bibl,Q1180721
2556,zibaldone,p720_1,place,Q46
2557,zibaldone,p720_1,place,Q39
2558,zibaldone,p720_1,place,Q29
2559,zibaldone,p720_1,paragraph,p147_1
2560,zibaldone,p721_1,place,Q30
2561,zibaldone,p721_1,place,Q39
2562,zibaldone,p721_1,place,Q29
2563,zibaldone,p721_1,paragraph,p720_1
2564,zibaldone,p722_2,bibl,viaf32159474046427660168
2565,zibaldone,p722_2,person,Q348500
2566,zibaldone,p722_2,paragraph,p702_1
2567,zibaldone,p722_3,bibl,viaf32159474046427660168
2568,zibaldone,p722_3,place,Q81658
2569,zibaldone,p723_1,bibl,Q943884
2570,zibaldone,p723_1,person,Q6197
2571,zibaldone,p723_1,person,Q6197
2572,zibaldone,p723_2,paragraph,p525_1
2573,zibaldone,p723_2,bibl,Q42187344
2574,zibaldone,p723_2,person,Q316483
2575,zibaldone,p723_2,person,Q6197
2576,zibaldone,p723_2,person,person005
2577,zibaldone,p723_2,person,Q21545947
2578,zibaldone,p723_2,person,Q61894
2579,zibaldone,p724_1,paragraph,p509_2
2580,zibaldone,p724_1,person,Q316483
2581,zibaldone,p724_1,place,Q90
2582,zibaldone,p724_1,person,Q61894
2583,zibaldone,p724_1,person,Q1401
2584,zibaldone,p724_3,place,Q38
2585,zibaldone,p724_3,person,Q723643
2586,zibaldone,p724_3,person,Q723643
2587,zibaldone,p724_3,person,Q1056693
2588,zibaldone,p725_1,person,Q6691
2589,zibaldone,p725_1,person,Q48900
2590,zibaldone,p725_1,person,Q7198
2591,zibaldone,p725_1,place,Q38
2592,zibaldone,p725_1,person,Q1067
2593,zibaldone,p725_1,person,Q1401
2594,zibaldone,p725_1,person,Q168962
2595,zibaldone,p725_1,person,Q48900
2596,zibaldone,p725_1,person,Q6691
2597,zibaldone,p725_1,person,Q6691
2598,zibaldone,p731_1,person,Q723643
2599,zibaldone,p731_1,person,Q1067
2600,zibaldone,p731_2,person,Q1056693
2601,zibaldone,p731_2,person,Q48900
2602,zibaldone,p731_2,place,Q38
2603,zibaldone,p731_2,place,Q38
2604,zibaldone,p735_1,person,Q8413
2605,zibaldone,p735_1,person,Q44258
2606,zibaldone,p735_1,person,Q43706
2607,zibaldone,p735_1,paragraph,p47_3
2608,zibaldone,p735_1,paragraph,p50_1
2609,zibaldone,p739_1,person,Q8413
2610,zibaldone,p739_1,place,Q38
2611,zibaldone,p739_1,place,Q11772
2612,zibaldone,p739_1,place,Q160381
2613,zibaldone,p739_1,place,Q205653
2614,zibaldone,p739_1,paragraph,p981_1
2615,zibaldone,p740_1,place,Q11772
2616,zibaldone,p740_1,bibl,Q6305939
2617,zibaldone,p740_1,person,Q129772
2618,zibaldone,p741_1,person,Q1541
2619,zibaldone,p743_1,person,Q1541
2620,zibaldone,p743_1,place,Q11772
2621,zibaldone,p743_1,person,Q1541
2622,zibaldone,p743_1,bibl,Q12900299
2623,zibaldone,p743_1,person,Q316098
2624,zibaldone,p743_1,paragraph,p801_1
2625,zibaldone,p743_1,place,Q11772
2626,zibaldone,p746_1,place,Q11772
2627,zibaldone,p746_1,place,Q11772
2628,zibaldone,p746_1,person,Q47154
2629,zibaldone,p746_1,bibl,Q2028309
2630,zibaldone,p746_1,person,Q1541
2631,zibaldone,p746_1,place,Q11772
2632,zibaldone,p746_1,place,Q1747689
2633,zibaldone,p746_1,person,Q1541
2634,zibaldone,p746_1,person,Q1541
2635,zibaldone,p746_1,person,Q1541
2636,zibaldone,p746_1,person,Q6197
2637,zibaldone,p746_1,person,Q33550
2638,zibaldone,p746_1,person,Q2054
2639,zibaldone,p746_1,person,Q8413
2640,zibaldone,p746_1,person,Q131552
2641,zibaldone,p746_1,person,Q182021
2642,zibaldone,p746_1,place,Q142
2643,zibaldone,p746_1,person,Q1424
2644,zibaldone,p746_1,person,Q1430
2645,zibaldone,p746_1,person,Q2161
2646,zibaldone,p746_1,person,Q317055
2647,zibaldone,p746_1,person,Q317055
2648,zibaldone,p746_1,person,Q317055
2649,zibaldone,p746_1,person,Q1541
2650,zibaldone,p746_1,person,Q180081
2651,zibaldone,p746_1,person,Q1398
2652,zibaldone,p746_1,person,Q317055
2653,zibaldone,p746_1,person,Q47130
2654,zibaldone,p746_1,person,Q193058
2655,zibaldone,p746_1,person,Q47154
2656,zibaldone,p746_1,person,Q317055
2657,zibaldone,p746_1,person,Q317055
2658,zibaldone,p746_1,person,Q317055
2659,zibaldone,p746_1,person,Q47130
2660,zibaldone,p746_1,person,Q1398
2661,zibaldone,p746_1,person,Q47154
2662,zibaldone,p746_1,person,Q180081
2663,zibaldone,p746_1,person,Q1541
2664,zibaldone,p757_1,paragraph,p343_1
2665,zibaldone,p757_1,paragraph,p685_1
2666,zibaldone,p757_1,paragraph,p746_1
2667,zibaldone,p757_1,person,Q1541
2668,zibaldone,p757_1,person,Q47160
2669,zibaldone,p757_1,paragraph,p47_3
2670,zibaldone,p757_1,sequence,seq9
2671,zibaldone,p757_1,paragraph,p2078_1
2672,zibaldone,p757_1,paragraph,p2876_2
2673,zibaldone,p757_1,bibl,Q3704127
2674,zibaldone,p757_1,person,Q206119
2675,zibaldone,p757_1,person,Q1541
2676,zibaldone,p760_1,bibl,Q42194678
2677,zibaldone,p760_1,person,Q723643
2678,zibaldone,p760_1,paragraph,p2078_1
2679,zibaldone,p760_1,paragraph,p1076_1
2680,zibaldone,p760_1,bibl,Q42194678
2681,zibaldone,p760_1,person,Q723643
2682,zibaldone,p760_1,person,Q1067
2683,zibaldone,p760_1,paragraph,p805_1
2684,zibaldone,p760_1,place,Q29520
2685,zibaldone,p764_1,place,Q46
2686,zibaldone,p766_1,paragraph,p1202_1
2687,zibaldone,p766_1,place,Q11772
2688,zibaldone,p766_1,place,Q1048669
2689,zibaldone,p766_1,place,Q142
2690,zibaldone,p766_1,paragraph,p321_1
2691,zibaldone,p766_1,place,Q142
2692,zibaldone,p766_1,paragraph,p50_1
2693,zibaldone,p766_1,paragraph,p109_4
2694,zibaldone,p766_1,paragraph,p343_1
2695,zibaldone,p766_1,paragraph,p685_1
2696,zibaldone,p766_1,paragraph,p757_1
2697,zibaldone,p774_1,person,Q1930983
2698,zibaldone,p784_1,bibl,Q3725204
2699,zibaldone,p784_1,person,Q566851
2700,zibaldone,p784_1,person,Q2276869
2701,zibaldone,p784_1,person,Q566851
2702,zibaldone,p784_1,place,Q38
2703,zibaldone,p785_1,paragraph,p800_1
2704,zibaldone,p785_1,place,Q38
2705,zibaldone,p785_1,person,Q129772
2706,zibaldone,p785_1,paragraph,note741_1
2707,zibaldone,p785_1,place,Q11772
2708,zibaldone,p785_1,place,Q38
2709,zibaldone,p785_1,person,Q129772
2710,zibaldone,p785_1,person,Q129772
2711,zibaldone,p785_1,paragraph,p961_1
2712,zibaldone,p785_1,place,Q38
2713,zibaldone,p785_1,place,Q38
2714,zibaldone,p785_1,place,Q38
2715,zibaldone,p785_1,person,Q1541
2716,zibaldone,p785_1,paragraph,p746_1
2717,zibaldone,p785_1,person,Q1541
2718,zibaldone,p785_1,bibl,Q660519
2719,zibaldone,p785_1,person,Q294800
2720,zibaldone,p785_1,place,Q1747689
2721,zibaldone,p785_1,person,Q41523
2722,zibaldone,p785_1,person,Q129772
2723,zibaldone,p785_1,bibl,Q6305939
2724,zibaldone,p785_1,paragraph,note741_1
2725,zibaldone,p785_1,person,Q129772
2726,zibaldone,p794_1,place,Q11772
2727,zibaldone,p794_1,place,Q38
2728,zibaldone,p794_1,place,Q46
2729,zibaldone,p794_1,place,Q46
2730,zibaldone,p794_1,place,Q38
2731,zibaldone,p794_1,place,Q38
2732,zibaldone,p794_1,place,Q46
2733,zibaldone,p800_1,paragraph,p785_1
2734,zibaldone,p800_1,place,Q38
2735,zibaldone,p801_1,paragraph,p743_1
2736,zibaldone,p801_1,place,Q11772
2737,zibaldone,p801_1,person,Q6691
2738,zibaldone,p801_1,person,Q192638
2739,zibaldone,p801_1,person,Q6691
2740,zibaldone,p801_1,bibl,Q6245111
2741,zibaldone,p801_1,person,Q436634
2742,zibaldone,p801_1,person,Q6691
2743,zibaldone,p801_1,person,Q1398
2744,zibaldone,p801_1,person,Q1541
2745,zibaldone,p801_1,person,Q168962
2746,zibaldone,p801_1,person,Q6691
2747,zibaldone,p801_1,place,Q38
2748,zibaldone,p801_1,person,Q48900
2749,zibaldone,p801_1,person,Q168962
2750,zibaldone,p801_1,person,Q48900
2751,zibaldone,p801_1,person,Q168962
2752,zibaldone,p801_1,person,Q687
2753,zibaldone,p801_1,place,Q142
2754,zibaldone,p801_1,place,Q38
2755,zibaldone,p801_1,person,Q165534
2756,zibaldone,p801_1,person,Q742
2757,zibaldone,p801_1,person,Q747
2758,zibaldone,p801_1,person,Q9068
2759,zibaldone,p801_1,person,Q692
2760,zibaldone,p801_1,paragraph,p810_1
2761,zibaldone,p805_1,paragraph,p760_1
2762,zibaldone,p805_1,bibl,viaf19774911
2763,zibaldone,p805_1,person,Q3081091
2764,zibaldone,p805_1,person,Q9353
2765,zibaldone,p805_1,place,Q641
2766,zibaldone,p805_1,bibl,zibbibl029
2767,zibaldone,p805_1,place,Q490
2768,zibaldone,p805_1,paragraph,p1070_2
2769,zibaldone,p805_1,paragraph,p53_1
2770,zibaldone,p805_1,paragraph,p181_1
2771,zibaldone,p805_1,sequence,seq10
2772,zibaldone,p805_1,sequence,seq11
2773,zibaldone,p805_1,paragraph,p950_3
2774,zibaldone,p805_1,paragraph,p109_4
2775,zibaldone,p810_1,paragraph,p801_1
2776,zibaldone,p810_1,person,Q7235
2777,zibaldone,p810_1,person,Q48305
2778,zibaldone,p810_1,person,Q26825
2779,zibaldone,p810_1,person,Q6691
2780,zibaldone,p810_1,person,Q316094
2781,zibaldone,p810_1,person,Q1541
2782,zibaldone,p812_1,bibl,viaf9107147727672464710007
2783,zibaldone,p812_1,person,Q1767444
2784,zibaldone,p812_1,place,Q38
2785,zibaldone,p812_1,place,Q38
2786,zibaldone,p826_1,bibl,Q1051232
2787,zibaldone,p826_1,person,Q193506
2788,zibaldone,p826_1,person,Q1541
2789,zibaldone,p826_1,paragraph,p532_2
2790,zibaldone,p826_1,paragraph,p646_2
2791,zibaldone,p826_1,person,Q1541
2792,zibaldone,p830_1,paragraph,p371_1
2793,zibaldone,p836_1,paragraph,p870_2
2794,zibaldone,p838_2,place,Q142
2795,zibaldone,p838_2,place,Q38
2796,zibaldone,p841_1,place,Q142
2797,zibaldone,p841_1,place,Q38
2798,zibaldone,p841_1,place,Q38
2799,zibaldone,p841_1,place,Q38
2800,zibaldone,p841_1,place,Q38
2801,zibaldone,p844_1,person,Q26825
2802,zibaldone,p844_1,person,Q129772
2803,zibaldone,p844_1,person,Q131169
2804,zibaldone,p844_1,person,Q26204
2805,zibaldone,p844_1,person,Q177847
2806,zibaldone,p844_1,person,Q436634
2807,zibaldone,p844_1,person,Q117253
2808,zibaldone,p844_1,person,Q436634
2809,zibaldone,p844_1,person,Q1541
2810,zibaldone,p844_1,person,Q1247278
2811,zibaldone,p848_1,person,Q221182
2812,zibaldone,p848_1,person,Q221182
2813,zibaldone,p848_1,person,Q129772
2814,zibaldone,p848_1,person,Q26825
2815,zibaldone,p848_1,person,Q41683
2816,zibaldone,p848_1,person,Q117253
2817,zibaldone,p848_1,person,Q221182
2818,zibaldone,p850_1,place,Q142
2819,zibaldone,p850_1,person,Q26825
2820,zibaldone,p850_1,person,Q44601
2821,zibaldone,p850_1,person,Q2039
2822,zibaldone,p850_1,person,Q2161
2823,zibaldone,p850_1,person,Q1541
2824,zibaldone,p851_1,paragraph,p239_2
2825,zibaldone,p852_1,place,Q46
2826,zibaldone,p855_1,place,Q11772
